feature,value
NM_004900,0.0002168255177942
AA085955,0.0003409533573363
NM_014616,0.0001683725369299
AK092846,0.0002662247300792
NM_001539,0.0002165206894966
THC2450799,0.0001916470389163
NM_006709,0.000159194559852
NM_000978,0.0003442146239269
T12590,0.0001953291048091
A_24_P704878,0.0002192014510042
NM_001017,0.0002540851861668
AK021474,0.0003167924912643
NM_198527,0.000180292789292
NM_000311,0.0001848611187901
AK091028,0.0002193084248036
AK057596,0.0003668909874683
A_24_P799245,0.0001522577220877
AY358648,0.0001944090123648
AK026647,0.0001717528031073
NM_032445,0.0002046584859434
NM_004886,0.0002082196510772
NM_014478,0.0001314354034481
BC060889,0.0001895858968296
NM_016506,0.0001876208805436
AY358224,0.0002999691817422
NM_002332,0.000235363234196
NM_000368,0.0002426214393559
AT_D_3,0.0002875677566992
THC2264965,0.000249002192847
NM_000677,0.0002055028944199
NM_005895,0.0001646586719509
AA071045,0.0002077378308968
NM_004932,0.0001926929264866
NM_031462,0.0001851779038449
AI287491,0.0002454329285489
NM_173156,0.0002738959292801
AK097214,0.0001316231325758
NM_080655,0.0001663560620201
NM_018015,0.0002009239628072
THC2287647,0.000299178682137
NM_014909,0.0001714179157489
NM_003131,0.0002606138341983
AK094799,0.0002317539741226
THC2423232,0.0002139733863367
NM_020235,0.0002214393507236
NM_003045,0.0003101916778532
A_24_P52168,0.0001468699525616
A_24_P530900,0.0002291853887081
ENST00000296149,0.0002388806860541
NM_145690,9.493414976680257e-05
NM_006439,0.0002158799413549
ENST00000299903,0.0002112498277021
NM_004431,0.0001557922741123
NM_177402,0.0001662564651311
NM_014573,0.0002380615235785
NM_021945,0.0003360628465441
THC2440609,0.0001953304987887
NM_003011,0.0002336497579938
AA512897,0.0001828083399052
NM_001003845,0.0001527922326612
NM_000619,0.0002322872186144
CN479126,0.0001116043010863
A_32_P156549,0.0002803740910174
NM_004968,0.0002442422070711
NM_152703,0.000262752110552
AT_ssH_TR_5,0.0002459703974456
NM_001002917,0.000210618900612
NM_032515,0.0002749177533229
BG167701,0.0001364386376633
NM_001029863,0.0002134695326409
NM_001014445,0.0001709383126284
NM_001033,0.000139074412037
AT_ssH_PC_3,0.0001794810408602
NM_005339,0.0002205632113415
AF264621,0.0002146511368534
NM_024709,0.0002496549755931
NM_002156,0.0003226781427636
A_24_P50489,0.0001514786052757
NM_144583,0.0001753177870216
AK022865,0.0001984892796438
NM_006177,0.00027785669688
NM_007371,0.0001383043211211
NM_173827,0.0003742547441953
NM_001018036,0.0002362262483189
E1A_r60_3,0.0001778243628684
NM_013936,0.0002267042802331
NM_014045,0.0001890840303952
NM_000951,0.000235322057972
NM_183002,0.0001371534006324
NM_004004,0.0015579098886043
AF035020,0.0001208129112749
THC2438309,9.207386314234912e-05
NM_178553,0.0002549192969501
NM_139280,0.0002514732206852
NM_024293,0.0001845619487048
A_32_P10665,0.0002096594527201
NM_022830,0.0002405309773976
ENST00000343518,0.0018698529562478
AK130741,0.0002473173199689
NM_002639,0.0015385483641245
NM_000049,0.0002330999529381
NM_005603,0.0002200678505267
ETG02_36680,0.0001936225414662
NM_000773,0.0001379240427859
A_24_P912617,0.0001755829214932
NM_194259,0.0002847671404808
NM_014597,0.0002317389970777
NM_145028,0.0003239071242056
E1A_r60_a97,0.0002171102009872
AK024670,0.0002176373517159
ENST00000371534,0.0002714635881911
NM_000979,0.0001357228316412
NM_001806,0.0001321764355626
NM_003680,0.0001771567369309
NM_152531,0.0002368770729067
THC2313201,0.0001216668256453
NM_002124,0.0001933823743342
NM_145278,0.000156092025692
AK094167,0.0001799357781283
AL136901,0.0001658687821289
NM_001879,9.195659241012884e-05
NM_000024,0.000224856244844
NM_019034,0.0002043851656605
NM_152409,0.0002354116846457
NM_004779,0.0001475619292413
THC2428320,0.0001748897842986
NM_052860,0.0001979202064841
NM_006252,0.0002759596262059
NM_014582,0.0002234392842144
ENST00000330330,0.0001924516340514
NM_004849,0.0003013887777717
NM_003914,0.0002989242419469
THC2322759,0.0001768140855503
AK090766,0.0003267316477337
NM_014445,0.0001707635507037
NM_000898,0.0001713331201267
NM_022900,0.0002374862539776
NM_000639,0.0002883420444695
NM_015045,0.0001705068967383
NM_015368,0.000230638538099
NM_152341,9.95085419358958e-05
NM_000196,0.0001585547420863
NM_004543,0.0002760367811614
AB037781,0.0002266974194497
AK026266,0.0001638013849667
