feature,value
NM_004900,0.0004155909410845
AA085955,0.0003046188870969
NM_014616,0.0005180237082179
AK092846,0.0004380051432116
NM_001539,0.0003225054254338
THC2741789,0.0002433947144757
NM_006709,0.0004003193246763
NM_000978,0.0005269040684147
T12590,0.0005368704303336
A_24_P704878,0.0005610840549293
NM_001017,0.0004388538095367
AK021474,0.0003456025045456
NM_198527,0.000300665279525
NM_000311,0.0020571091102936
AK091028,0.0003651765605821
AK057596,0.0005657541622992
A_24_P799245,0.0004107582536064
AY358648,0.0004127905994366
AK026647,0.0003299313505321
NM_032445,0.0004035592488506
NM_004886,0.0002222906721063
NM_014478,0.0003084242011651
BC060889,0.0005171564777964
NM_016506,0.0003695251772737
AY358224,0.0003923958849572
NM_002332,0.0005936278359073
NM_000368,0.0002029239866923
AT_D_3,0.0005046360567339
THC2487640,0.0025092918018244
NM_000677,0.0024799963108671
NM_005895,0.0003132460917652
THC2596047,0.0040720785721456
NM_004932,0.0003599967416761
NM_031462,0.0006759231071107
AI287491,0.002791601977843
NM_173156,0.0007811148761911
AK097214,0.000284187924131
NM_080655,0.0009926342610056
NM_018015,0.0003099166151609
THC2648397,0.0004434374873795
NM_014909,0.0004240849173115
NM_003131,0.0002946313171751
AK094799,0.000555492192934
THC2633633,0.0002940887620288
NM_020235,0.0004082975139113
NM_003045,0.0002422067530489
A_24_P52168,0.0005104088154263
A_24_P530900,0.0004289003215195
ENST00000296149,0.0003338895209494
NM_145690,0.0003194504672614
NM_006439,0.0022992261282951
ENST00000299903,0.0005041877864928
NM_004431,0.0004180708911408
NM_177402,0.0019457820618163
NM_014573,0.0005393954537892
NM_021945,0.000342429049303
THC2656968,0.0003977760409941
NM_003011,0.0005758067102059
AA512897,0.0004593935577028
NM_001003845,0.0003738139657712
NM_000619,0.0016000009175954
CN479126,0.0006596466067481
A_32_P156549,0.0003704233094428
NM_004968,0.0005564939141387
NM_152703,0.0003551652907534
AT_ssH_TR_5,0.0003574777409995
NM_001002917,0.0002766390157692
NM_032515,0.0003419819662515
BG167701,0.0011090397099679
NM_001029863,0.0003265023470485
NM_001014445,0.0003407345685862
NM_001033,0.0004934651846721
AT_ssH_PC_3,0.0004926773215867
NM_005339,0.0003103408520266
AF264621,0.0006229682955365
NM_024709,0.0004578347573413
NM_002156,0.0004123174743605
A_24_P50489,0.0004330850059833
NM_001039362,0.0002275363369303
AK022865,0.0007622147656145
NM_006177,0.0003080748456152
NM_007371,0.0003501334404713
NM_173827,0.0008011063752895
NM_001018036,0.0018351916527155
E1A_r60_3,0.0004511696220077
NM_013936,0.0005517674781333
NM_014045,0.0003719212266052
NM_000951,0.0003768543449526
NM_183002,0.0005037720018462
NM_004004,0.0005359918506326
AF035020,0.0022664645051866
THC2684625,0.0004310844679451
NM_178553,0.0005205453993374
NM_139280,0.0004666495898509
NM_024293,0.0003799936783076
A_32_P10665,0.0006737809881488
NM_022830,0.0004653457923796
ENST00000343518,0.0003988509599328
AK130741,0.0003483618873107
NM_002639,0.0004034023802411
NM_000049,0.000391793657239
NM_005603,0.000651926296231
ETG02_36680,0.0003091418976534
NM_000773,0.000415780321073
A_24_P912617,0.0002628025670775
NM_194259,0.0003606026431597
NM_014597,0.0004403163986766
NM_145028,0.0003128480906205
E1A_r60_a97,0.0003267932235039
AK024670,0.0003990904152136
ENST00000371534,0.0005899311981466
NM_000979,0.0005340768118976
NM_001806,0.0002368910450626
NM_003680,0.0002443910105738
NM_152531,0.0008260103473909
THC2729213,0.0006713160599944
NM_002124,0.0003726517360744
NM_145278,0.0004266505850742
AK094167,0.0003967877666189
AL136901,0.0003509960113502
NM_001879,0.0003940598964977
NM_000024,0.000651802376126
NM_019034,0.0003085336544278
NM_152409,0.0003995153629964
NM_004779,0.0008817458333442
A_24_P910381,0.0003873782942356
NM_052860,0.0002240546317395
NM_006252,0.0003920408062286
NM_014582,0.0003106978208142
ENST00000330330,0.0002902467110318
NM_004849,0.0002731053980406
NM_003914,0.0004480546431526
THC2702308,0.0001664158138839
AK090766,0.0003626039546124
NM_014445,0.0003697073519068
NM_000898,0.0003781424182048
NM_022900,0.0022276376095857
NM_000639,0.0002385503763778
NM_015045,0.0004728897994134
NM_015368,0.0003664123173284
NM_152341,0.0002398220399303
NM_000196,0.0003405027912743
NM_004543,0.0002999282682957
AB037781,0.0003654813263031
AK026266,0.0004319920712447
ENST00000273353,0.0007335397397936
NM_004898,0.0005084230019644
ENST00000338327,0.0002650093751399
NM_031213,0.0004616195175869
ENST00000371483,0.0008616409776627
NM_020156,0.0002897766002425
NM_018700,0.0005859602563903
NM_002089,0.0004930930108436
AA704487,0.0002667898772567
NM_022753,0.0005720819759751
ENST00000375587,0.0005939967197347
AF090907,0.0004203789925026
AK092094,0.0004616725362383
A_32_P136427,0.0020208510372992
NM_020773,0.0003469062732031
RC5,0.0003755351739008
A_32_P230059,0.0003357102816233
NM_001763,0.000330277653625
X75917,0.0005609067712968
NM_018320,0.0005917140563619
NM_030939,0.000433277817996
AK094972,0.0002199849403223
NM_015475,0.0003348775750188
NM_001001716,0.0002974250252156
THC2677037,0.0004474360294123
NM_018212,0.0003229335545883
ETG10_13482,0.0004480527186258
NM_207381,0.000737584906826
DQ786249,0.0018177519618268
NM_170736,0.000293981246813
NM_181707,0.0007700586848208
NM_001715,0.0003398132190889
H43551,0.0005986081291502
NM_024967,0.0002829374039756
NM_007121,0.0012197106758557
ETG04_27747,0.0026876792151425
NM_198794,0.0001876149942876
NM_145691,0.0007361322719363
NM_020416,0.0004685819245178
NM_024677,0.0026343348895582
NM_003072,0.0003494427105323
NM_015423,0.0007588399635493
BC108268,0.0004920569838813
CR594208,0.0007976971586192
NM_006884,0.0004050447977862
NM_005334,0.0003149850731371
NM_152744,0.0003212603496855
NM_000417,0.0014865558590313
NM_001001560,0.000287561221753
AW451975,0.0004554517139931
THC2541983,0.0003182394486611
NM_006609,0.0004867294227422
NM_006520,0.0007035042634799
THC2642694,0.0019379173940909
NM_007007,0.0003172902029697
BC051742,0.0003538044826039
NM_002692,0.0002993553796255
NM_000020,0.0003522937633141
XR_019168,0.0003051912108963
NM_022143,0.0004232878452895
NM_053056,0.001236178982444
NM_001033503,0.000284096966426
NM_022149,0.0002907257893103
NM_018074,0.0003393358367461
NM_018285,0.0003935420432284
BC040290,0.0003970791399717
BC065737,0.0004447778018249
AK130716,0.0018445350155912
NM_007354,0.0003666753357196
NM_001025595,0.000392927527678
NM_000059,0.0007606777822783
NM_025140,0.0012149870104629
BM684461,0.0002522723114838
R60067,0.0003903274204511
NM_201434,0.0002834051564251
ENST00000378240,0.0004141141882524
NM_020831,0.0004167605442797
THC2683923,0.000280585706748
A_32_P202587,0.000334875875393
AK023669,0.0013618061142352
A_32_P93584,0.0008044859308257
THC2659414,0.0003921124923297
BE218351,0.0003303061299563
THC2615068,0.0002301943241354
NM_015446,0.0003079069781609
NM_033448,0.0002293040711943
AK091348,0.0003172744638148
AK054756,0.0004736108272593
NM_080672,0.0002479019477331
NR_001530,0.0043416969676555
NM_001077493,0.000668685033415
RC1,0.0003315083080653
NM_001024455,0.0003761572433444
BC128150,0.0003744105485904
NM_004300,0.0002709280512228
NM_002577,0.0002141438561443
NM_003748,0.0003576998399422
ENST00000367242,0.0004527887530931
NM_003787,0.0004429063309218
NM_033406,0.0004455804840261
A_24_P144625,0.0010516368492475
M55405,0.0002246114154747
NM_014205,0.0003721892965246
NM_206880,0.0007039696743951
NM_031895,0.0003786360483594
NM_022094,0.0005515096336893
AI028577,0.0002999023979569
ENST00000299997,0.0002889896804516
AF086442,0.000333728522399
AF086790,0.000320410203043
NR_002815,0.0004744342195649
NM_002228,0.0004635642780368
THC2520792,0.0004684951975066
A_23_P113692,0.0004561169717945
NM_005904,0.012355938161948
NM_002957,0.0005019962718242
NM_199342,0.0004394064556992
CR610211,0.0002351533114199
BC007960,0.0003235460820751
NM_001017923,0.0002729580173461
NM_000618,0.0029533204792747
NM_001077268,0.0009633437210682
NM_006600,0.0008033533753794
NM_001018077,0.0044775365330969
NM_145169,0.0004297176772301
NM_018055,0.0003995325083733
NM_002125,0.0004564673148468
NM_005005,0.000704370130619
NM_013446,0.0004156683508789
A_24_P289834,0.0002930081396865
NM_001008397,0.0004070977515053
AK000832,0.0002566443012278
NM_000419,0.0004678512397543
NM_000364,0.0004154362498334
NM_004080,0.0006154894015244
NM_001753,0.0010499022594184
NM_033540,0.0004337157050886
THC2660732,0.0006174726996955
NM_207303,0.0003529079519234
NM_004071,0.0003015960540442
NM_001733,0.0010044580858728
THC2631984,0.0002265041610136
NM_033254,0.0007324465105173
NM_004530,0.0004688892418934
A_24_P876152,0.000323752258812
NM_015342,0.0002823940964199
NM_006696,0.0002588661659294
NM_002169,0.000309893318917
NM_014718,0.000302378789125
NM_002343,0.0005364543283047
THC2657613,0.0004978062576267
ENST00000374274,0.0003662568286873
NM_006785,0.000273013933996
AF146694,0.0004943281228779
BC018548,0.0011973398724972
AT_W_5,0.0003229037252474
BC007072,0.0002502194842986
NM_198229,0.0004353990147855
ENST00000361429,0.0034434185122863
A_24_P914208,0.0002977851166019
BC050552,0.0002301943702039
NM_014729,0.0003638420156407
NM_001010915,0.0013424697359319
NM_000960,0.0003979939576808
A_24_P522399,0.0004678558733131
NM_205848,0.000504121298749
NM_001864,0.0060066492890722
NM_207474,0.0006486901977997
NM_022129,0.0002332224666022
NM_058187,0.0004779891842366
NM_015534,0.0002978493163027
NM_138473,0.0004496836937872
NM_173544,0.0003265392311336
NM_032338,0.0003503829568188
THC2637492,0.0003617582641538
AF116684,0.0002750547605226
NM_177528,0.0005749338281743
